song_id,title,tempo,key_signature,mode,release_year,energy,danceability,loudness,cluster_id,artist_id
TRBBSZN128F930E4E7,The One Who Lives Inside Your Heart,137.002,7,1,1987,0.0,0.0,-13.805,6,ARO2PB81187B98EB4A
TRBBSGI128F9309855,America's Suitehearts,160.109,2,1,2008,0.0,0.0,-4.469,5,ARSG7NQ1187FB57482
TRBBSFL128F931798C,(Prayer Is The Key To Heaven) Faith Unlocks The Door,81.832,9,1,1959,0.0,0.0,-15.854,4,AR7CCCC1187FB578FF
TRBBSKC128F1496C4E,Finisterre (Live),107.983,7,1,1985,0.0,0.0,-13.297,6,ARQVLQJ1187B98F11F
TRBBSBF128F14687A4,Sound Clash (featuring Beenie Man) - FattaSly Extended Mix,106.821,6,1,1996,0.0,0.0,-8.164,0,ARJXZX41187B9B6A43
TRBBHHP128EF365DA0,Every Breath I Take,93.301,7,1,1986,0.0,0.0,-6.832,0,AR0N9BV1187FB3AD01
TRBBHFE12903CA5EEB,Hip Replacement,100.532,0,1,2002,0.0,0.0,-6.737,0,ARDHWW41187B9A86B0
TRBBHLO128F9302EA4,Here I Am,138.504,3,1,2003,0.0,0.0,-6.315,8,AR2S4CA1187B99632E
TRBBHQO128F9341FC8,El Chorro,140.823,0,1,1997,0.0,0.0,-5.79,8,ART6QCS1187FB40CBD
TRBBHPQ128F145A7F8,Down And Out In Paradise,134.929,11,0,1987,0.0,0.0,-8.698,6,ARYVGP31187B9A531A
TRBBHUW128F429476F,Zornig!,87.844,9,0,2000,0.0,0.0,-8.315,0,ARRHVGT1187B98D603
TRBBHWG128F4249F32,Bomba Camara,219.131,5,1,2022,0.0,0.0,-8.036,3,ARSZVAK1187FB4A9F0
TRBBHQJ128F92CC610,Chalifot (Suits) (Live) (ft. Lioara Itzchak),167.831,4,0,1963,0.0,0.0,-5.296,5,ARHDLVJ11F4C84797A
TRBBHUR128F92FDBE2,Sugar Blues,121.923,3,1,2000,0.0,0.0,-13.559,6,AR9OLFX1187B9A5762
TRBBHZV128F429A392,Who Do You Roll With?  (LP Version),56.703,2,0,1999,0.0,0.0,-6.611,0,ARWGIFV1187B989947
TRBBULA128F146E122,Turn The Heat Up,93.033,10,1,2005,0.0,0.0,-3.124,0,ARSS4Y41187B9B0AC6
TRBBUPS12903CFC938,The Future,87.468,11,0,2006,0.0,0.0,-8.525,0,ARNBIUE1187FB3E846
TRBBUOJ128F92FC6F2,Cursed Angel Of Doom (Previously Unreleased&Re-Recorded Track),139.115,5,0,1982,0.0,0.0,-4.905,8,AR1OBRC1187FB59AD4
TRBBUBC128F148CBAA,If They Want It,193.919,11,1,2013,0.0,0.0,-8.649,3,AR3FE581187FB3F90A
TRBBUCK128F42AFAD6,Death Blow,107.022,6,1,1991,0.0,0.0,-8.74,0,ARH0Z131187B9B69E9
TRBBUHZ128F428F001,4 Minutes [Featuring Justin Timberlake And Timbaland] [Junkie XL Remix Edit],127.999,10,0,2008,0.0,0.0,-3.629,8,ARBEOHF1187B9B044D
TRBBOKQ128F933AE7C,Didn't Know Yet What I'd Know When I Was Bleedin',75.452,8,0,2007,0.0,0.0,-6.34,0,AR2BG0R1187FB398C3
TRBBOBQ12903CC5186,Talk To Your Daughter (Album Version),137.23,0,1,1988,0.0,0.0,-12.685,6,AR7BMMV1187FB5B2D7
TRBBOBO128F425FDFC,Jericho  (Straight On Album Version),132.786,7,0,2015,0.0,0.0,-9.799,6,ARB45GQ1187B98D2B4
TRBBOPX12903D106F7,Leo_ Are You Still Jumping Out Of Windows In Expensive Clothes?,92.975,2,1,1969,0.0,0.0,-9.361,0,ARAO0RA1187FB587F2
TRBBOUN128F425A4E6,Hopelessly,150.112,8,1,1993,0.0,0.0,-10.612,5,ARWPYQI1187FB4D55A
TRBBOFH128F14A2A46,You Better Stop,237.466,8,1,1979,0.0,0.0,-9.633,3,ARNMWP51187FB3E963
TRBBOJM12903CD1BDD,I Got Rhythm,138.256,7,0,1992,0.0,0.0,-13.207,6,ARZKUQI11F4C8467A5
TRBBOPV12903CFB50F,Born To Be Together,114.047,7,1,1991,0.0,0.0,-9.54,6,ARCHKD91187B9A0A42
TRBBOTI12903CD9CBB,Soleil rouge,116.618,8,1,2001,0.0,0.0,-12.538,6,ARJJ8I01187FB4CE98
TRBBOME12903CC3862,100 Ways ( LP Version ),194.691,0,1,1965,0.0,0.0,-7.858,3,ARIVB351187B9B485E
TRBBOUO128F92D246B,Creation,106.552,0,1,1996,0.0,0.0,-14.334,2,AR7PPJV1187FB397CC
TRBBXMC128F422C330,Cum,149.527,11,1,1999,0.0,0.0,-7.207,5,ARSPQ0H1187B999944
TRBBXEG128F424EC2C,Babes In Arms,127.463,4,1,1979,0.0,0.0,-13.613,6,ARFKYG51187FB4CE41
TRBBXLS128F9323D9B,Kyana,130.004,9,0,1977,0.0,0.0,-8.214,8,ARRZQZE1241B9CBFBB
TRBBXSE128F42798F6,Honey,95.929,5,0,1997,0.0,0.0,-7.488,0,ARKSZW81187B9B695D
TRBBXPL128F9321D39,Madeleine (feat. Thomas Fersen),86.686,0,1,1967,0.0,0.0,-6.505,0,AR7Y8LR1187B991B6F
TRBBXLI128F931BC58,20 horas de nada,121.687,2,1,2009,0.0,0.0,-7.91,8,AR05IU31187B9B9A1A
TRBBXTY128F427EA62,Rescue And Breakout,95.543,11,0,2003,0.0,0.0,-16.487,2,ARBM57Q1187B9AF97C
TRBBXML128F4256DFF,Ur Själslig Död,147.91,10,0,2007,0.0,0.0,-3.779,5,ARVJ6541187B9A4C3E
TRBBXWG128F148B444,Zhui Zhong,169.898,4,0,1988,0.0,0.0,-12.175,1,ARN3X4T1187B99EA39
TRBBXWQ128F93418EB,Silver Bells,96.616,1,1,2015,0.0,0.0,-16.508,2,ARL3X871187B996C0C
TRBBXXC128F427044F,Round 7:  2138,97.065,9,0,1968,0.0,0.0,-15.02,2,AR9K6SJ1187B989A32
TRBBXGU12903CCC870,The Christmas Song,96.002,6,1,2009,0.0,0.0,-11.949,4,ARNLE621187B98ECB5
TRBBWKS128F424E84A,Souffle 2,134.028,6,0,2008,0.0,0.0,-16.676,2,ARQXGWX11F50C49BC7
TRBBWNS128F426F760,Comin' Home,88.344,7,1,2007,0.0,0.0,-5.802,0,ARWC3XN1187B9A8D82
TRBBWSE128F9313963,One About Heaven,142.978,7,1,1973,0.0,0.0,-6.177,8,AR9UPVA1187FB51260
TRBBWKF128F934E709,Gateway,98.442,2,1,1970,0.0,0.0,-19.454,2,AR0GB821187B99FE96
TRBBWCP128F935F6DB,Go And Wash (Those Dirty Feet),104.284,9,1,2005,0.0,0.0,-16.059,2,ARTBFV61187FB3C250
TRBBWIP128F4287400,Pode Me Chamar,160.089,8,1,2007,0.0,0.0,-11.996,1,AR0GGKI1187FB391D5
TRBBWDJ128F42595D5,October,94.838,9,0,1981,0.0,0.0,-14.05,4,ARUJ5A41187FB3F5F1
TRBBKAJ128F92D6072,La Nativité Du Seigneur (1935) - 9 Méditations : I La Vierge Et L'enfant,85.599,3,1,1983,0.0,0.0,-26.309,7,AR342K51187B98B571
TRBBKIH128F9343FD4,Flight of the Elephant,60.15,5,1,2007,0.0,0.0,-8.816,4,ARWUK9L11C8A42C37B
TRBBKAI128F4251AEF,Animal Crimes,196.196,1,1,1984,0.0,0.0,-8.999,3,ARPKMIM1187FB397DE
TRBBKLD128F424ABF5,No Quarter,189.288,4,1,1965,0.0,0.0,-8.6,3,ARWGLPE1187FB3E54C
TRBBKUZ128F92C9D49,Canal de jonage,234.361,2,0,2006,0.0,0.0,-12.166,3,ARKJKVO1187FB49D0A
TRBBKMZ128F93539F4,Storm,97.594,2,1,2004,0.0,0.0,-4.163,0,AR82DJK1187B991107
TRBBKTG128E0785461,Freedom (LP Version),114.528,2,1,2005,0.0,0.0,-10.366,6,ARC43071187B990240
TRBBKXZ128F4215C88,Ramène Moi,109.965,2,1,1994,0.0,0.0,-7.387,0,AREMOC71187B996C2F
TRBBKTZ128F1456D67,How We Get Down,102.922,2,1,1995,0.0,0.0,-5.204,0,AREB22L1187B9A4BCE
TRBBDAH128F92E625E,What Would You Do?,191.548,7,1,2001,0.0,0.0,-6.567,3,ARW9SN11187FB52D0D
TRBBDFG128F4229DE2,For Free,126.71,8,0,1967,0.0,0.0,-18.986,2,ARZ0SAE1187FB46680
TRBBDDG128F14743AE,Mambo Bacan,121.852,7,0,1994,0.0,0.0,-11.051,6,ARJIE2Y1187B994AB7
TRBBDXO128F14A4737,Gettin' Together,142.963,10,0,1989,0.0,0.0,-11.298,6,ARLDW2Y1187B9B544F
TRBBDJI12903CF10AB,Wings Of Love,115.029,8,0,1967,0.0,0.0,-5.967,8,AREYEW21187FB45C47
TRBBDSZ128F4273088,To My_ Niechciani,185.592,10,0,1985,0.0,0.0,-7.7,3,ARXQZPD122988F57B8
TRBBDPA12903CCCA06,Haughtiness And Puerile Dreams,159.886,2,1,2009,0.0,0.0,-5.903,5,ARM63WJ1187B9951EA
TRBBDLG128F9308703,Sugar Bush,161.804,5,0,1997,0.0,0.0,-18.994,1,ARQQP3Z1187FB5707B
TRBBDZF128F424BE45,Feriado,163.99,4,0,2008,0.0,0.0,-7.083,5,AR06EHB1187FB42914
TRBBDIU128F1496C52,Gamble Calypso,89.672,2,1,2000,0.0,0.0,-8.714,0,ARQVLQJ1187B98F11F
TRBBDBV12903D00668,Anti fashion victime,77.827,5,0,1968,0.0,0.0,-10.275,4,ARKEBNJ126E2B3BF7E
TRBBJUQ128F92D5776,Danser seule 2,157.376,0,1,1978,0.0,0.0,-4.358,5,ARC4O5Z1187B9AE91F
TRBBJST12903CEC7DC,The Bull Frog,232.436,7,0,1953,0.0,0.0,-15.79,3,ART9Z1P1187FB36C94
TRBBJBO128F92EB2C5,Your Touch Versus Death,187.401,10,1,2000,0.0,0.0,-9.171,3,ARCP94M1187B9B0F56
TRBBJPY128F92F31E0,Skinned Strings,165.476,7,1,1971,0.0,0.0,-27.336,9,ARBE5BJ1187B98BCFD
TRBBJAJ128F425DA40,True Nature,92.099,7,0,2003,0.0,0.0,-3.782,0,ARQOATR1187B9AE959
TRBBJKY128F931FB24,It's So Fine,136.749,10,1,1958,0.0,0.0,-9.936,6,ARHRKTK1187B99E1D5
TRBBJVD128E07826F3,Deus Ex Machina,152.084,8,0,1993,0.0,0.0,-35.277,9,ARZS5VW1187FB567E8
TRBBJJI128F4299711,Blessed Assurance (I Love To Tell The Story Album Version),106.549,0,1,2021,0.0,0.0,-6.124,0,ARKC83D1187B9AB367
TRBBJFM128F427ADEC,Foreign Prince Of Tokyo,120.253,4,0,1955,0.0,0.0,-6.872,8,ARLI9NJ1187B9911FB
TRBBJLK128F427FCDE,Rumpu lyö,192.297,9,0,1967,0.0,0.0,-14.254,1,ARL6XZC1187FB3936E
TRBBJFO12903D074EE,King Tee Production,108.301,2,1,2012,0.0,0.0,-14.122,2,ARRQWQW1187FB49844
TRBBJVE128F9303F10,A White Demon Love Song (Soundtrack Album Version),86.958,11,1,1995,0.0,0.0,-9.041,0,ARVG4OK1187B9B6BD3
TRBBJFZ12903D114AF,Lusco,105.101,2,1,1951,0.0,0.0,-17.876,2,ARYQQY31187B9ABBE1
TRBBJTX12903CFC111,House Music,125.032,6,0,2008,0.0,0.0,-6.466,8,ARY6TWP1187FB58A0D
TRBBQAV128F92E2000,Du machst mich irgendwann verrückt,130.023,5,1,1990,0.0,0.0,-4.771,8,AR6BUE51187B9B5D71
TRBBQMY128F9320AF7,See The Big Man Cry,130.231,6,1,1972,0.0,0.0,-13.816,6,ARUVPZF1187FB4880D
TRBBQPP128F92EE611,Three Little Birds,148.684,4,0,2007,0.0,0.0,-8.959,5,ARAZCWP129462A97F1
TRBBQHG12903CB5AD2,My Last Date (With You),102.117,0,1,1988,0.0,0.0,-12.439,4,ARDY3451187B9A0226
TRBBQYU128F4269447,Anna Bolena (1997 Digital Remaster): Alcun potria ascoltarti,111.643,2,0,2018,0.0,0.0,-14.447,2,ARK7ZPW1187B99C170
TRBBQGV12903CB5CD3,Only Human,118.099,5,0,2004,0.0,0.0,-11.215,6,ARPDVPJ1187B9ADBE9
TRBBQFV128F4252EFF,Adrift,241.818,0,1,2008,0.0,0.0,-15.967,3,ARC8CQZ1187B98DECA
TRBBQJZ128F92C5AF2,Fools Like You,126.1,7,1,1992,0.0,0.0,-6.033,8,ARD842G1187B997376
TRBBQVL128F93421CA,Sunday Cream,124.969,9,1,1965,0.0,0.0,-8.16,8,ARXFY0N11C8A423D05
TRBBYFJ128F42A22D4,Jingle Bells,95.264,0,1,1963,0.0,0.0,-13.323,4,ARZVTZN1187FB579D4
TRBBYST12903CE82DB,Keys To The Whip (Straight Pimpin' Mix),152.34,6,1,2012,0.0,0.0,-7.765,5,AR0S0EO1187FB490BE
TRBBYOI128F4256732,Out Of This World,207.238,10,0,1985,0.0,0.0,-13.77,3,ARQ76LG1187B9ACD84
TRBBYDT128F14805B4,You Can't Hurry Love (Live),206.941,11,0,1990,0.0,0.0,-9.79,3,AR9W3X91187FB3994C
TRBBYWM128F9324A8B,Hey Little Girl (1949),113.445,2,1,1964,0.0,0.0,-10.333,6,ARA8O8L1187B9AD61D
TRBBYQM128F1468524,Petite Fleur (Instrumental) (1996 Digital Remaster),112.911,3,1,2012,0.0,0.0,-16.797,2,ARHCZHQ12086C11407
TRBBYGX12903CEF0BC,This Side Of Paradise,195.995,7,1,2001,0.0,0.0,-8.034,3,ARXJSHW1187B9A2A52
TRBBYYL128F4236EBC,I Changed My Mind (DJ Spinna Remix),98.927,11,1,2005,0.0,0.0,-3.528,0,AR0JPOG1187FB37383
TRBBYKP128F92D60F0,Howells Delight,123.784,7,1,1991,0.0,0.0,-17.271,2,ARODOO01187FB44F4A
