artist_id,name
ARH0Z131187B9B69E9,Kool Moe Dee
ARBEOHF1187B9B044D,Madonna
AR2BG0R1187FB398C3,Dax Riggs
AR7BMMV1187FB5B2D7,Robben Ford
ARB45GQ1187B98D2B4,DeGarmo & Key
ARAO0RA1187FB587F2,My Little Airport
ARWPYQI1187FB4D55A,Rick Astley
ARNMWP51187FB3E963,Curtis Mayfield
ARZKUQI11F4C8467A5,Oscar Peterson Trio
ARCHKD91187B9A0A42,The Ronettes
ARJJ8I01187FB4CE98,Josélito
ARIVB351187B9B485E,Porno For Pyros
AR7PPJV1187FB397CC,The James Taylor Quartet
ARSPQ0H1187B999944,Eric Burdon
ARFKYG51187FB4CE41,April Wine
ARRZQZE1241B9CBFBB,Arctique
ARKSZW81187B9B695D,Mariah Carey
AR7Y8LR1187B991B6F,Jean Corti
AR05IU31187B9B9A1A,Alex Ubago
ARBM57Q1187B9AF97C,James Horner
ARVJ6541187B9A4C3E,Månegarm
ARN3X4T1187B99EA39,Jacky Cheung
ARL3X871187B996C0C,Lacy J. Dalton
AR9K6SJ1187B989A32,Cassius Clay
ARNLE621187B98ECB5,Mannheim Steamroller
ARWC3XN1187B9A8D82,ZO2
AR9UPVA1187FB51260,Brent Lamb
AR0GB821187B99FE96,Dean Evenson
ARTBFV61187FB3C250,Johnny Horton
AR0GGKI1187FB391D5,Eddie
AR342K51187B98B571,Olivier Messiaen
ARWUK9L11C8A42C37B,Workhorse
ARPKMIM1187FB397DE,Mad Are Sane_ The
ARWGLPE1187FB3E54C,Crowbar
ARKJKVO1187FB49D0A,Michèle Bernard
AR82DJK1187B991107,The Pharcyde
ARC43071187B990240,Wayne Watson
AREMOC71187B996C2F,Lara Fabian
AREB22L1187B9A4BCE,Bad Azz
ARW9SN11187FB52D0D,City High
ARZ0SAE1187FB46680,Hal Russell
ARJIE2Y1187B994AB7,Line Renaud
ARLDW2Y1187B9B544F,Tommy James And The Shondells
AREYEW21187FB45C47,Zagar feat. Underground Divas
ARXQZPD122988F57B8,Molesta Ewenement
ARM63WJ1187B9951EA,Autumnblaze
ARQQP3Z1187FB5707B,Bert Kaempfert
AR06EHB1187FB42914,Chico Cesar
ARKEBNJ126E2B3BF7E,Théophil
ARC4O5Z1187B9AE91F,Klimperei
ART9Z1P1187FB36C94,Edmundo Ros
ARCP94M1187B9B0F56,Every Time I Die
ARBE5BJ1187B98BCFD,Chico Hamilton Quintet
ARQOATR1187B9AE959,Jane's Addiction
ARHRKTK1187B99E1D5,Jackie Wilson
ARZS5VW1187FB567E8,William Orbit
ARKC83D1187B9AB367,Mark Lowry
ARLI9NJ1187B9911FB,Vodka Collins
ARL6XZC1187FB3936E,Solistiyhtye Suomi
ARRQWQW1187FB49844,King Tee
ARVG4OK1187B9B6BD3,The Killers
ARYQQY31187B9ABBE1,Berrogüetto
ARY6TWP1187FB58A0D,Save As
AR6BUE51187B9B5D71,Markus
ARUVPZF1187FB4880D,Charlie Louvin
ARAZCWP129462A97F1,Bob Marley & The Wailers
ARDY3451187B9A0226,Skeeter Davis
ARK7ZPW1187B99C170,Maria Callas/Gianni Raimondi/Gabriella Carturan/Plinio Clabassi/Nicola Rossi-Lemeni/Coro del Teatro alla Scala_ Milano/Noberto Mola/Orchestra del Teatro alla Scala_ Milano/Gianandrea Gavazzeni
ARPDVPJ1187B9ADBE9,Usher Featuring The Nu Beginning
ARC8CQZ1187B98DECA,Jack Johnson
ARD842G1187B997376,Blue Rodeo
ARXFY0N11C8A423D05,Juan Farcik
ARZVTZN1187FB579D4,Jim Reeves
AR0S0EO1187FB490BE,Disco D feat. Lola Damone & Helluva
ARQ76LG1187B9ACD84,Black Flag
AR9W3X91187FB3994C,Phil Collins
ARA8O8L1187B9AD61D,Professor Longhair
ARHCZHQ12086C11407,Henri Rene And His Orchestra
ARXJSHW1187B9A2A52,Nestor Torres
AR0JPOG1187FB37383,Lyrics Born
ARODOO01187FB44F4A,The Baltimore Consort
ARBB58Y1187B9B621B,Bill & Gloria Gaither
ARWX7AO1187B9B91AA,Jose Luis Perales
ARZIKR01187B98DF08,Joe Grushecky
AR1PCLK1187FB5BBFF,Angelo Badalamenti / Keira Knightley
ARLAWDD1187FB48367,Carlos Vives
ARKFYS91187B98E58F,Jeff And Sheri Easter
ARMHR011187B9A62B5,Joe Bataan
AR8WHEJ1187B98CDCA,Dee Clark
ARALP6I1187B989E27,The Shirelles
ARFCOGY1187FB454B4,The Winans
ARXGWZP11F4C83C075,Leon Lai
ARTZMXB1187B990A55,Streetwize
ARAI2ZO1187B9A0536,Catupecu Machu
ARSCJQW1187B9B3523,Hoods
ARC39PE1187B9B2C01,Bingo Players
AR1DR0E1187FB48F61,Kathy Mattea
ARW3V6T1187B9ACAC4,Miossec
ARKAUWC122988EDAD8,George Schuller
AR60ZZX1187FB52E29,Capone-N-Noreaga feat. Busta Rhymes and Ron Browz
AR5TQ1T1187FB59492,Cornell Campbell
ARGKD4W1187B990E04,Brenda Lee
ARXGVSB11F4C842CF3,Opals
ARHK7A51187FB411D8,Roy Rogers
ARFONKU11F4C8431CC,Dickies
ARVNGA71187FB3C107,Faith Hill
AR4CL6I11C8A4158B4,IMISKOUBRIA featuring Etsi De
ARLMCCW1241B9CE7CB,Kurt Tepperwein
ARLV03V1187B9A33A9,Djelimady Tounkara
ARW45YR1187FB3DE95,Pierre Perret
ARC95UW1187B9B9A62,Speech
AR4B1LP1187FB55C83,Juan Diego Flórez / Orquesta Sinfónica de Madrid / Jesús López-Cobos
AR71A931187B99CDD9,Harry Gregson-Williams
ARU2I2B1187FB472E8,Moros Eros
ARKBTPV1187FB38A79,Faron Young
ARAIABB1187B9AC6E2,Seal
AR82GTS1187FB5662F,Mary Black & General Humbert
ARBQ5TQ1187B992B8A,Vivian
ARG51IA1187B9B143A,Scott Glasgow
ARK7ZPW1187B99C170,Maria Callas/Eugenio Fernandi/Elisabeth Schwarzkopf/Giuseppe Nessi/Nicola Zaccaria/Mario Borriello/Renato Ercolani/Piero de Palma/Giulio Mauri/Elisabetta Fusco/Pinuccia Perotti/Coro del Teatro alla Scala_ Milano/Orchestra del Teatro alla Scala_ Milano/Tul
ARUP7CF1187FB40EEB,Abrar - Ul - Haq
ARDE52X1187FB438CD,Billy Pilgrim
AR07VS41187FB37944,Mungo Jerry
ARMW52H1187B98C835,Betika_ Daouda
ARG09R51187FB4D5C2,Bryan White
ARDZJ6H1187FB387F2,Moraes Moreira
ARPTOWL11F50C47FB8,Kris Gruen
ARJPZSG1187FB3E985,John Holt
ARMZ4PD1187B9ACBCD,20/20
ARJ2PGP119B866993D,Rockit
ARD5K161187B9AC784,Orbital
ARLPXQE1187B99066C,Bonita
ARXB7B21187B98BEF0,Marisela
ARRWDU31187B9B5656,Jimmy McCracklin
AR5ZVJ91187B99083A,Soulwax
AR23MLO119B8668CDA,Jaco & Mixxmaster
ARP7ILI1187B9AE9F7,Phantom Planet
ARCZ20M1187FB49687,Tony Joe White
ARKCYJV1187FB392E9,Set Your Goals
ARYSHL01187B9AAEC7,Hysterie
ARUGU0E1187B9B30F6,The Doors
AR6JVK31187FB58FE3,Eiffel 65
AR3AIEI1187B992D8D,Marilyn Horne
ARIFK6X1187B9ADA44,Will Ackerman
ARNDFTA125FEF32B22,Noemí
ARQMTJR1187FB42BB5,Mr Brown
ARUZLOS1269FCD4EF1,Reptil
ARATH401187B98A7DE,YZ
ARRJNTE1187FB44E12,Casiotone For The Painfully Alone
ARY8UIR1187B999BFB,Azukx
AROATPL1187FB48E12,UFO
AR51YM81187B9B536C,Michael Salgado
ARMJTYS1257509DE8D,Criminal Class USA is Hush Hush Revolution
ARB0WNP1187B9AC4AB,Samy Deluxe
AR3NPVS1187FB5108F,Les Rythmes Digitales feat. Nik Kershaw
ARP0VU91187B9AE375,Douglas Miller
AR6CLFP1187B9ACB94,Daniel Johnston
ARPVRUC1187FB4F1DE,Pitch Black
ARMH10M1187FB4184F,Firehouse
ARWV0Q11187FB4CDCE,Arc Angels
ARJTAZU1187B990051,Maracaibo 15
AR1IY711187B9B0B50,The Katinas
ARKVD621187B9B95FC,Remy Shand
AR7AA2D1187B98B415,Shade Sheist / N.U.N.E. / King Arthur
ARA6QLT1187FB4CB89,Dan Hicks
ARN2ZKL1187FB3972B,The Distillers
ARN0DMU1187FB5B63A,Daryl Hall & John Oates
ARWRS4D1187FB3FCD4,Elakelaiset
AR7IYVY1187B9A2648,bel canto
ARKEZNY1187B9B7F6C,Irini Merkouri
AROBHK51187B9AD82B,Funeral For A Friend
ARQHLIO1187B98AA6A,Jay Pérez
AREWQSE1187B9AEC6C,The Jackson Southernaires
ARX9YIP1187B98A656,RUN-DMC
ARGMCPU1241B9C4C34,Scott Ainslie
AR1S5O61187B9898AC,Chris Eaton
AR6IJJ41187B98C872,Bobby Pulido
ARQ3VBJ1187FB3FE55,Dario Marianelli
ARV1ALU1187FB4D77E,Eighteen Visions
ARYXBCS1250940B844,Giorgos Sabanis
ARUUXNF1187B98FB36,Charlie Peacock
ARRBF3M1187FB4D59F,30 Seconds To Mars
AR4R84C1187FB3EC16,Shelly Manne
ARXGASQ1187FB3C727,Camp Lo
AR7AOEJ1187FB3D279,Little Milton
ARZ507V1187FB4425E,Ragheb Alama
AREAEX91187B98DC01,Gaither Vocal Band
AR2O3B51187B98CD94,Cece Winans
ARZENOX1187B98A645,John Mayer
AR6AGJV1187FB504BA,Kitaro
ARI0AB01187B9B7D94,Les Brown
ARTKOGW1241B9CD42B,DJ Omega
ARA7YDA1187B9A5776,PATSY CLINE & WILLIE NELSON
ARZVZRN1241B9C4B14,Mister Ries featuring Six Foe
ARW8K3V1187B9A4A14,Swans Of Avon
ARS2W231187B99EDEC,Mase
ARY80281187FB3E380,Sandi Thom
ARF1NWV1187FB39A97,Najoua Belyzel
AR7C6G11187B9B4C1E,Jennifer Lopez
ARN7OQ21187FB5A6B3,Furry Lewis
ARPNJUD122BCFCB9B4,Dark Shadows
ARGAWJY11F50C50904,Jane Winther
ARWNJYQ1187FB56F25,Vincent Baguian
ARD0FN11187B9B25CD,Bobby Darin
ARSRCI71187FB59188,David Rose & His Orchestra
ARYXOV81187B99831D,Seventh Day Slumber
AROKPWU11F50C48F1B,Dennis O'Neill
ARJWDVS11F4C8456F1,Angela Lashley
AR7MNIX1187B9A2A68,Tyrone Wells
ARDNS031187B9924F0,Tim Wilson
ARXBOZ01187FB38261,Howie Day
ARV2X851187FB41A78,Open Hand
ARYAOUL12454A3789B,Emilio Tuero
ARS6HDE1187B99CA29,Joe Lynn Turner
ARVVLMQ11F4C8456E4,Knack
AR9RTS51187B996CC8,Bitty McLean
ARSHZBZ1187B98A445,Joe Bonamassa
ARJWK3M1187B98D679,Eden's Bridge
AR8IEZO1187B99055E,Marc Shaiman
ARKAL321187B9AD4BE,The Gathering
ARZFR3S1187FB3D659,Norman Howard
AR25WM21187FB461B3,Francis Lai
ARY0W1O1187FB5B8C0,H-Town
ARQZOCL1241B9C85AF,Nightswimmer
ARWI6LR1187FB46E9F,Richard Galliano_ Jean-Charles Capon_ Gilles Perrin
AR1ABAO1187FB531E1,Alice Cooper
AR8OA0X1187FB4FE50,Bobby Valentin
ARY02GH1187B99B223,Zombie Girl
ARX2R5A1187FB5B85B,Ann Nesby / Jamecia Bennett
AR9A5TK1187B9AD07F,fIREHOSE
AR0X3JJ1187FB3A9A7,Hank Locklin
AROTIMO1187FB532BF,DJ Quik
ARI7DOB1187FB37AA4,Bloc Party
AR4R9BI1187FB44767,Earth
ARYUHNV1187FB482AF,Megadrums
ARTJ9GZ1187B9B46DE,Young-Holt Unlimited
ARG8DXO1187B9AF743,Less Than Jake
ARHBV1W1187B9B496C,Rachel Loy
ARXHWL31187FB476F4,unloco
AR9VEMN1187FB4D75B,Caspa
ARZCNRW11F50C4A630,Groundhogs
AR1PQYO1187B98BEC9,Hélio Ziskind
ARTCO131187B9B9ADB,Bob Carlisle
ARHN74X1187B98D79F,Bill Engvall
ARNRPI31187B9AC699,The Crystal Method
ARFKATV1187FB377F9,King Swamp
ARW9DSD1187B9A0345,Los Chunguitos
AR78WG01187B98E404,Johnny Pacheco
ARS4KT21187B9B9438,Fito Paez
ARTHWIZ1187FB4258D,Frank Ifield
ARB3YS71187FB4E54E,Tomorrow
AR502DZ1187B98F8E1,Brian Dullaghan
ARLUAK21187B9B785A,Ziggy Marley And The Melody Makers
ARF1Q9B1187B9ADCC7,Lit
ARUQSEE1187B9983F8,Music Explosion
AR61JEC1187FB54A9F,Ai Ai Ai
AR7NNKG1187FB4AA1C,Charly Garcia
ARXSABR11E8A2E29BF,Pictures of Then
AR01IP11187B9AF5D2,Call To Preserve
AR502DZ1187B98F8E1,The Shamrock Singers
AR5MK521187B98E0B8,Heaven 17
AREHK7O1187B9ADDD7,The Cardigans
ARMI8BW1187FB57B2E,Kiss
ARS8HNI1187B9B0785,Cachao
ARPCDZM1187B996876,Dyango
AR1PNWN1187FB4A404,El Gran Combo De Puerto Rico
ARJFBZ41187FB560A0,Black Sheep
ARH4N0N1187FB3E1F1,Malkit Singh
ARCID1N1187FB51DA0,Carlos Nuñez
AR3FE581187FB3F90A,Fabolous
ARD3LXU1187B9ABFC5,Sex Pistols
AR10USD1187B99F3F1,Silverstein
ARMSL551187FB3F4B0,K's Choice
ARJA1841187FB3A029,David Bowie
AR6ET9I1187FB53C65,Ben Jelen
ARZDYBC1187B9A3142,The Cate Brothers
AR3YJMO11C8A42B348,Vulture Industries
ART4QZC1187FB51612,Janet Jackson
ARHTHC01187B9B6D2A,Michael McDonald
ARF3L8J1187B9B7866,Astarte
ARB1KC91187FB38B13,Carl Smith
AR2NJG71187FB5203E,Roni Size
ARX83ZF1187FB3B66A,Helen Hobson
ARJNUTI12802FDFB5A,Hard Romantic
ARC3WPR1187B9A183E,Non Stop DJs
ARA65601187FB57BD9,Roger Sanchez
ARARFT81187FB41EEA,Alfredo Gutiérrez
ARC3EZO1187B9B9314,Angels
AR358YS1187FB44A29,The Jordanaires & Orion
AR2PT4M1187FB55B1A,Los Chichos
ARABFU01187FB46712,STEVE CAMP
AROI96Z1187B9A5304,Mish Mash
ARNUPIM11F4C83BD4D,Melt Banana
ARE8V001187B994A56,Guy Forsyth
AR828WL1187FB47E81,M
AREN9121187B99D57A,Elvira
ARW74FW1187FB554AD,Cookies
AR1NJEP1187FB4F4C1,22-20s
AR633SY1187B9AC3B9,Weezer
ARSDFYB11F50C4F736,Cutting Edge
AR8UA7Z1187B9AD9C9,Étienne Daho
ARAILOU1241B9CA8CD,Punk'd Royal
ARMIQRB12298900AFB,Mar Azul
ARI648V1187B9B5379,Michael Stanley Band
ARI945I1187FB4CC22,The King Sisters
ARQVZ7F1187FB57CC9,Twenty 4 Seven
ARKIQSL1241B9C90C8,Fred Merpol
AR1WDRJ1187B9BA4B8,"Buzzov¬""en"
ARS03Y81187B98E6ED,Life In Your Way
AR051KA1187B98B2FF,Wilks
ARODP5P1187FB40142,Eddie Cano
AREFFEC1187B98E12F,Digital Mystikz
AR6GSIE1187B98C3C7,Ned Miller
ARLWDC31187B9B4D71,Radio Birdman
ARWJHW61187B98FA8E,Papa Wemba
ARVLIVA1187B991590,Zeca Baleiro
AR8FMEN1187FB4A657,Lizzy Borden
AR0WQ1Q1187B992E16,Richard Smith
ARQKBSH1187B9B4B99,Francis Dhomont
ARGPFYP1187B98F5CB,The Highwaymen
AROIHOI122988FEB8E,Mario Rosenstock
ARTKTYG1187FB40CBA,Dendemann
ARPUBU61187B98A4E6,John Mayall
ARQB8PN1187B98E6C4,Tresenlesen
ARDOOH01187B991055,Ultraviolence
AROVJWM1187B98E649,Hot Club Of Cowtown
AR6CFZ71187B99AE5B,He Is Legend
AR3C3C01187B98E800,Kai Winding
AR1CD5Z1187B98F2C2,Pat Metheny
ARDRQOR11F4C844DA4,Nikos Kalaintzis
ARBWFER11C8A42BA94,The Weegs
ARXVADV12086C1203C,Gary Go
AR21JV01187B999138,Bill Murk
ARAI3SX1187B9A3A9A,Brainchoke
ARWWPKQ11F4C83D8E2,Baby Rasta & Gringo
AR15O341187B9B182C,Natassa Theodoridou
AR52EZT1187B9900BF,Alicia Keys
ARNWJEE1187B98DB44,Frenchy
AR4OHL91187B9B2EB9,Angela Dimitriou
ARCSHW51187B9A79D2,[kaleidoskop]
ARWNGWU124207838D7,Free
AR1IY3B1187B98B384,Joanna Connor
ARDMPZU1187B99A472,Light Of The World
ARSPC9J1187B9A7EA1,Ghetto Mafia
ARFN4JN1187B98C627,Bedrock
AR137UW1187B98CCBA,Charlie Byrd Trio
ARJFDKM1269FB35F40,Monique Morelli
ARE0OLY1187B9AD19F,Jesse Malin
ARGVJPK1187B9909EA,Josh Groban
AR65K7A1187FB4DAA4,Beyoncé
AR0RCMP1187FB3F427,Billie Jo Spears
ARE8GLF1187FB52532,Red Hot Chili Peppers
ARVMZFK11F50C4A0D2,Tunsi
ARLE1JH1187B9B630B,Zbigniew Preisner
ARZVJ641187FB36FA4,Alexander Zonjic
ARSSR8L1187B990BC5,Joey Negro
ARZEA421187FB5B5BA,Lee Michaels
ARNLW7H1187B99EC9D,Trick Trick / Obie Trice
ARZE0AG1187FB5BF61,The Five Stairsteps
AR0JEOI1187B98B918,Erik Berglund
ARPEPWU1187FB55B71,Limbonic Art
ARHEQ501187FB4F898,Fruko Y Sus Tesos
AR7LIU31187B98EF11,Rita Chiarelli
ARLZ3CF1187B98BD56,Daryl Coley Featuring the New Generation Singers Reunion Choir
AR0QL3J1187FB3748E,Clara Nunes
AR6I54S1187FB48C6B,Patty Griffin
ARF3XJD1187FB38DE0,Cristy Lane
AREN1A11187FB527EF,Roger Creager
ARPGCHN1187B9A2831,Nicky B_ Naëlle
ARZ4Y2H1187FB3C36F,Estopa
ARE2QID1187B98FA19,Sleepy John Estes
ARQDTOS12086C11443,Fredericks_ Goldman_ Jones
AR12F2S1187FB56EEF,Aerosmith
ARFXRHR1187B98FF09,Bo Carter
ARNDB1X1187B990AA0,Suicidal Tendencies
ARWB3G61187FB49404,Steve Morse
AR7G5I41187FB4CE6C,Adam Ant
AREU6JB1187B9911D4,Virtuoso
AR4L4WQ1187FB51996,The Prodigy
AR8SBT41187B9A5FD9,Total Fucking Destruction
AR65OLD1187FB5C103,P.o.d
ARTWNNQ1187B9A15BC,Glen Ricks
AR449OQ1187B99B25E,Harvey Averne
ARCZN5K1187FB42CF8,Joe Lopez
ARV6QHT1187FB5537A,Nana Caymmi
AR2HXXS1187B9AF3E2,Jesus Jones
AR3U3G01187FB58BA7,Christie Hennessy
AR6F6I21187FB5A3AA,Aesop Rock
ARP06GY1187B98B0F0,Yami Bolo
ARJ9DSA1187B990E00,John Mayall
ARPHH7Z1187B9B6A3A,Franco_ Valeriana
ARZ96PB1187B98F5C9,Jars Of Clay
ARVZWQ31187B9B8946,Liars
ARP2TO91187B9913EA,Angelica Maria
ARXSABJ1187FB3C336,Deftones
ARWF1KM1187B9908CA,Spliff
ARMDBW21187FB37126,Grandmaster Flash
ARVBRGZ1187FB4675A,Gwen Stefani
ARYJA8S1187B9AA816,The Zebras
ARLSGLC1187B9A969B,Vana
AR1ZYLH1187B98C159,Naughty By Nature
ARBS1OC1187FB44CAF,T.I.
ARSQDUN1187B98D7D7,EPMD
AR1ZHYZ1187FB3C717,Faiz Ali Faiz
ARYV1OT1187B9B4C8E,Commander Cody And His Lost Planet Airmen
AROSW2I1187FB44866,Sonora Carruseles
ARYSHWJ1187B9AD2D0,Moist
AR46CAD1187FB4D84B,Bad Religion
ARFZNR41187B990AF7,Sunnyland Slim
ARTH9041187FB43E1F,Eminem
AR9YV621187B99373E,Marco Beltrami
AR69GPS1187B99E556,SUMO
ARJ84561187B993E3E,Ill Harmonics
ARODHHS1187FB37814,The Last Vegas
AR41O131187FB51448,DJ Isaac
ART4QZC1187FB51612,Janet Jackson Featuring Kanye West
ARY0XD81187FB5CF38,Mustafa Sandal
AR2OPWW1187B9A5057,Schoolyard Heroes
AR60KPK1187B9A7552,Beneath The Sky
AR8L3QV1187FB4C0BB,Bruno Sanfilippo
ARC1CJB1187B99FCA4,Laurie Berkner
AR219DK1187FB4CEFC,ATB
AR8W8DN1187FB35ED0,The Germs
AR531IG1187FB59B35,Back Door Slam
ARHBWOZ1187FB3FD53,Utopia
ARPKGV01187B9939F5,The Charms
AR62SOJ1187FB47BB5,Chase & Status
AREENKN1187B98F35D,The Plasmatics
ARSW5F51187FB4CFC9,Alice In Chains
ARWOGTM11F4C83E795,The Small Knives
ARPLE851187B9B2B7C,Superchumbo
ARHPW8M1187FB5CF11,Joy Kitikonti
ARNMWP51187FB3E963,Leroy Huston
AR5O6W51187FB46984,SNAP!
ARHNMEZ11F50C4706C,Karen Peck And New River
ARFFDZU1187FB50682,Alan Silvestri
AR0SY101187B9B44BE,For Squirrels
ARDFZE61187FB45994,Jake Hess
ARUKNSS1187FB435E3,Bobby Broom
ARNJCPV1269FCD1139,Namatjira
AROBSHL1187B9AFB01,A Day To Remember
AR65OLD1187FB5C103,P.O.D.
AR6BIWA1187B9ABAE8,Jack Orsen feat. Fumanschu_ Justus
ARB054P1187B9AD32E,Santana
ARNWZ1N1187B9B71BA,Handsome Boy Modeling School
AR7OEB71187B995A17,Henri Pousseur
ARDW9RF1187B99002C,Triana Pura
AR9G2A41187B99951A,Las Niñas
AR198711187B9AD09F,Simply Red
AR8YV0M1187B99F3E8,Mix Mob
AROHUUU1269FB35937,Melanie And The Secret Army
ARN0NCG1187B9911A9,Vincenzo
AR0S7TA1187FB4D024,Christina Aguilera
ARZBYDY1187FB46DD7,Cali
AR67FTZ1187B9975EC,Maria & Margot Hellwig/Die Garmischer Alpenjäger
ARDVZTE1187FB5A0A1,Bon Jovi
ARSX3I61187B98FAC7,Frank Stokes
AR90X8J1187B995250,Caramell
ARGBG2T1187B9B1670,Massive Töne
ARK9W051187FB4B783,Zombina & The Skeletones
AR56P361187B9AC4DB,Gary Moore
ARU5BXG119B86698FE,Stefano Battaglia_ Giovanni Maier_ Michele Rabbia
