song_id,title,artist_id,artist_name,tempo,key,mode,year,energy,danceability,loudness,cluster_id
TRBBFBZ128F42493ED,Tell The Truth (Album Version),ARXFWVC1187B98ED6B,Jude Cole,159.673,10,1,1988,0.0,0.0,-8.858,5
TRBBFMN128F421AF38,Trumpet Blues And Cantabile,AR8E1KA1187B9A18C3,Mike Vax,107.411,7,1,2001,0.0,0.0,-10.418,6
TRBBFLM128F14AD269,Main Title,AR0CWOB1187B99FA08,Christophe Beck,131.487,8,0,2002,0.0,0.0,-26.631,9
TRBBFOT12903CBCB4F,Raggy Road,ARNZPLV1187FB3DF5D,Capleton,161.737,7,1,1997,0.0,0.0,-8.834,5
TRBBFUA128F933AB95,La Calle Del Gato Que Pesca,ARFILWJ1187B9ADDBF,María Elena Walsh,104.272,7,1,2021,0.0,0.0,-14.627,2
TRBBFHG128F932B9D6,Autumn's Ablaze (Live),ARIF6IS1187B98FDEB,Primordial,186.12,8,0,1998,0.0,0.0,-13.383,1
TRBBFRR128F426CD17,You'll Need Somebody On Your Bond,ARDK0551187FB5AC48,Blind Willie Johnson,80.16,1,1,1991,0.0,0.0,-17.389,2
TRBBFFE128F9347D66,Contigo Si,ARGYPFI1187FB3D997,La 5A Estacion,100.266,7,1,1986,0.0,0.0,-8.278,0
TRBBVSO128F9341C12,Anything's Better Than Feelin' The Blues,ARF3GX71187FB3EB66,Martina McBride,40.384,11,1,1999,0.0,0.0,-7.914,4
TRBBVDW128F932262A,Over The Rainbow,AR95F611187B99CE1C,Anita Kerr,94.771,3,1,1976,0.0,0.0,-14.355,4
TRBBVBM128F92D07F1,Xue Hua Chao,ARQ2PMX1187FB38D62,Hins Cheung,149.765,0,1,2008,0.0,0.0,-6.339,5
TRBBVNR128E078E1E4,Tell Your Momma Come,ARTDQRC1187FB4EFD4,Black Eyed Peas,204.304,7,0,2000,0.0,0.0,-5.065,3
TRBBVYO128F146AEDC,Witchcraft (1997 Digital Remaster),AR6742W1187B989AA9,Joe Graves & The Diggers,88.947,0,1,2020,0.0,0.0,-13.435,4
TRBBVYI128F4291603,Anarchy in the UK (Sex Pistols) (Bonus Track),ARTPCQ41187B9AB42C,Adrenalin O.D.,106.002,0,1,1986,0.0,0.0,-5.235,0
TRBBVPM12903CDB094,Kiss the Sky,ARORFIN1187FB3BE5C,Danielle Bollinger,129.986,0,1,2006,0.0,0.0,-4.518,8
TRBBVDP128F92F28CF,Chaos (Live - Bridgehouse Tapes),ARQUFQK11F4C83C0D8,4 Skins,90.787,9,1,1964,0.0,0.0,-6.014,0
TRBBVFT128F42ABB02,3 + 3,ARMPRI31187FB4F7D9,Vangelis,149.423,1,1,1977,0.0,0.0,-17.058,1
TRBBVAH128F4270300,40 OZ Quartet Part I,ARLLUSZ1187B98ACDC,Tha Liks,160.267,0,1,2001,0.0,0.0,-6.929,5
TRBBVBM128F4276D82,I Don't Know,ARHPPJK1187B9AC897,Teenage Fanclub,116.239,6,1,1991,0.0,0.0,-15.838,2
TRBBVTH128F92F3B6F,Mary Had A Little Lamb,AR3KXHI1187FB3A8BF,Dora The Explorer,141.961,7,1,2008,0.0,0.0,-3.215,8
TRBBVFB128F1461507,Year 3_000 Blues (2002 Digital Remaster),AR8SRQ31187FB4D477,Ten Years After,106.145,11,0,1970,0.0,0.0,-10.124,6
TRBBVXL128F427C3F2,Fleetwood,ARXRVY51187B99E98E,Jim Bryson,97.431,5,1,1971,0.0,0.0,-7.101,0
TRBBZCM12903CDDDA5,Mutter Erde,ART9G811187FB55F2D,Monika_ Wolfgang,117.674,7,1,2007,0.0,0.0,-5.362,8
TRBBZFO128F932CD27,2StepN,ARGLOWN1187B99C06D,North Mississippi Allstars,124.996,5,1,2006,0.0,0.0,-8.235,8
TRBBZJP128F4287992,Seize the day,ARL47TY11C8A416938,Time Factory,160.017,9,0,1971,0.0,0.0,-9.015,5
TRBBZWC128F93172DA,I've got Vilking in Me,AROKAO61187FB38105,Four Tet,70.296,0,0,2004,0.0,0.0,-17.977,2
TRBBZJW12903CF71A6,Warung Beach,AROZNFA1187B99D367,John Digweed,127.995,10,1,2006,0.0,0.0,-5.988,8
TRBBZXJ12903CD3E8D,That Girl,AR0NQD81187FB3AD13,Gary Morris,130.72,10,0,2019,0.0,0.0,-9.636,6
TRBBZSO128F4257B30,Ombre Et Lumière,ARQXGWX11F50C49BC7,Vincent Bruley,150.867,4,0,1965,0.0,0.0,-14.037,1
TRBBZQM128F931A529,Song Sung Blue,AR40GSU1187FB3AA01,Neil Diamond,164.359,0,1,1972,0.0,0.0,-8.351,5
TRBBZAE128F92FDC05,Ride On Time (Original Version),AROWNZP1187FB3C028,Black Box,118.834,9,0,1983,0.0,0.0,-9.159,6
TRBBZTM12903CB84F3,Bad Reputation (Originally Performed by Thin Lizzy),AR00A6H1187FB5402A,The Meatmen,130.164,1,1,2020,0.0,0.0,-5.681,8
TRBBZRF128F9321407,Ain't That Something,ARTE6AQ1187B9B2826,High Strung_ The,120.944,9,1,2003,0.0,0.0,-2.694,8
TRBBZOG128F422B02B,You Can Do Better Than Me (Album Version),ARSPUJF1187B9A14B8,Death Cab for Cutie,101.306,7,1,2008,0.0,0.0,-10.775,4
TRBBSXW12903CEB61D,Natural Light (Subliminal Self-Help),AROC6N61187FB40B14,Steven Halpern,134.538,5,0,2000,0.0,0.0,-31.346,9
TRBBSSU128F4265E16,Tsai Me Lemoni (2005 Digital Remaster),ARBKMHZ11F4C843491,Dakis,109.08,0,0,1977,0.0,0.0,-5.554,0
TRBBSZN128F930E4E7,The One Who Lives Inside Your Heart,ARO2PB81187B98EB4A,Lari White,137.002,7,1,1987,0.0,0.0,-13.805,6
TRBBSGI128F9309855,America's Suitehearts,ARSG7NQ1187FB57482,Fall Out Boy,160.109,2,1,2008,0.0,0.0,-4.469,5
TRBBSFL128F931798C,(Prayer Is The Key To Heaven) Faith Unlocks The Door,AR7CCCC1187FB578FF,Don Gibson,81.832,9,1,1959,0.0,0.0,-15.854,4
TRBBSKC128F1496C4E,Finisterre (Live),ARQVLQJ1187B98F11F,Mau Mau,107.983,7,1,1985,0.0,0.0,-13.297,6
TRBBSBF128F14687A4,Sound Clash (featuring Beenie Man) - FattaSly Extended Mix,ARJXZX41187B9B6A43,Dream Warriors,106.821,6,1,1996,0.0,0.0,-8.164,0
TRBBHHP128EF365DA0,Every Breath I Take,AR0N9BV1187FB3AD01,Gene Pitney,93.301,7,1,1986,0.0,0.0,-6.832,0
TRBBHFE12903CA5EEB,Hip Replacement,ARDHWW41187B9A86B0,Paris_ Texas,100.532,0,1,2002,0.0,0.0,-6.737,0
TRBBHLO128F9302EA4,Here I Am,AR2S4CA1187B99632E,FFH,138.504,3,1,2003,0.0,0.0,-6.315,8
TRBBHQO128F9341FC8,El Chorro,ART6QCS1187FB40CBD,Los Auténticos Decadentes,140.823,0,1,1997,0.0,0.0,-5.79,8
TRBBHPQ128F145A7F8,Down And Out In Paradise,ARYVGP31187B9A531A,John Mellencamp,134.929,11,0,1987,0.0,0.0,-8.698,6
TRBBHUW128F429476F,Zornig!,ARRHVGT1187B98D603,Dynamite Deluxe,87.844,9,0,2000,0.0,0.0,-8.315,0
TRBBHWG128F4249F32,Bomba Camara,ARSZVAK1187FB4A9F0,Richie Ray & Bobby Cruz,219.131,5,1,2022,0.0,0.0,-8.036,3
TRBBHQJ128F92CC610,Chalifot (Suits) (Live) (ft. Lioara Itzchak),ARHDLVJ11F4C84797A,Hadag Nahash,167.831,4,0,1963,0.0,0.0,-5.296,5
TRBBHUR128F92FDBE2,Sugar Blues,AR9OLFX1187B9A5762,Bob Willis,121.923,3,1,2000,0.0,0.0,-13.559,6
TRBBHZV128F429A392,Who Do You Roll With?  (LP Version),ARWGIFV1187B989947,New Direction,56.703,2,0,1999,0.0,0.0,-6.611,0
TRBBULA128F146E122,Turn The Heat Up,ARSS4Y41187B9B0AC6,Bobaflex,93.033,10,1,2005,0.0,0.0,-3.124,0
TRBBUPS12903CFC938,The Future,ARNBIUE1187FB3E846,Benga,87.468,11,0,2006,0.0,0.0,-8.525,0
TRBBUOJ128F92FC6F2,Cursed Angel Of Doom (Previously Unreleased&Re-Recorded Track),AR1OBRC1187FB59AD4,Behemoth,139.115,5,0,1982,0.0,0.0,-4.905,8
TRBBUBC128F148CBAA,If They Want It,AR3FE581187FB3F90A,DJ Clue / Fabolous Sport,193.919,11,1,2013,0.0,0.0,-8.649,3
TRBBUCK128F42AFAD6,Death Blow,ARH0Z131187B9B69E9,Kool Moe Dee,107.022,6,1,1991,0.0,0.0,-8.74,0
TRBBUHZ128F428F001,4 Minutes [Featuring Justin Timberlake And Timbaland] [Junkie XL Remix Edit],ARBEOHF1187B9B044D,Madonna,127.999,10,0,2008,0.0,0.0,-3.629,8
TRBBOKQ128F933AE7C,Didn't Know Yet What I'd Know When I Was Bleedin',AR2BG0R1187FB398C3,Dax Riggs,75.452,8,0,2007,0.0,0.0,-6.34,0
TRBBOBQ12903CC5186,Talk To Your Daughter (Album Version),AR7BMMV1187FB5B2D7,Robben Ford,137.23,0,1,1988,0.0,0.0,-12.685,6
TRBBOBO128F425FDFC,Jericho  (Straight On Album Version),ARB45GQ1187B98D2B4,DeGarmo & Key,132.786,7,0,2015,0.0,0.0,-9.799,6
TRBBOPX12903D106F7,Leo_ Are You Still Jumping Out Of Windows In Expensive Clothes?,ARAO0RA1187FB587F2,My Little Airport,92.975,2,1,1969,0.0,0.0,-9.361,0
TRBBOUN128F425A4E6,Hopelessly,ARWPYQI1187FB4D55A,Rick Astley,150.112,8,1,1993,0.0,0.0,-10.612,5
TRBBOFH128F14A2A46,You Better Stop,ARNMWP51187FB3E963,Curtis Mayfield,237.466,8,1,1979,0.0,0.0,-9.633,3
TRBBOJM12903CD1BDD,I Got Rhythm,ARZKUQI11F4C8467A5,Oscar Peterson Trio,138.256,7,0,1992,0.0,0.0,-13.207,6
TRBBOPV12903CFB50F,Born To Be Together,ARCHKD91187B9A0A42,The Ronettes,114.047,7,1,1991,0.0,0.0,-9.54,6
TRBBOTI12903CD9CBB,Soleil rouge,ARJJ8I01187FB4CE98,Josélito,116.618,8,1,2001,0.0,0.0,-12.538,6
TRBBOME12903CC3862,100 Ways ( LP Version ),ARIVB351187B9B485E,Porno For Pyros,194.691,0,1,1965,0.0,0.0,-7.858,3
TRBBOUO128F92D246B,Creation,AR7PPJV1187FB397CC,The James Taylor Quartet,106.552,0,1,1996,0.0,0.0,-14.334,2
TRBBXMC128F422C330,Cum,ARSPQ0H1187B999944,Eric Burdon,149.527,11,1,1999,0.0,0.0,-7.207,5
TRBBXEG128F424EC2C,Babes In Arms,ARFKYG51187FB4CE41,April Wine,127.463,4,1,1979,0.0,0.0,-13.613,6
TRBBXLS128F9323D9B,Kyana,ARRZQZE1241B9CBFBB,Arctique,130.004,9,0,1977,0.0,0.0,-8.214,8
TRBBXSE128F42798F6,Honey,ARKSZW81187B9B695D,Mariah Carey,95.929,5,0,1997,0.0,0.0,-7.488,0
TRBBXPL128F9321D39,Madeleine (feat. Thomas Fersen),AR7Y8LR1187B991B6F,Jean Corti,86.686,0,1,1967,0.0,0.0,-6.505,0
TRBBXLI128F931BC58,20 horas de nada,AR05IU31187B9B9A1A,Alex Ubago,121.687,2,1,2009,0.0,0.0,-7.91,8
TRBBXTY128F427EA62,Rescue And Breakout,ARBM57Q1187B9AF97C,James Horner,95.543,11,0,2003,0.0,0.0,-16.487,2
TRBBXML128F4256DFF,Ur Själslig Död,ARVJ6541187B9A4C3E,Månegarm,147.91,10,0,2007,0.0,0.0,-3.779,5
TRBBXWG128F148B444,Zhui Zhong,ARN3X4T1187B99EA39,Jacky Cheung,169.898,4,0,1988,0.0,0.0,-12.175,1
TRBBXWQ128F93418EB,Silver Bells,ARL3X871187B996C0C,Lacy J. Dalton,96.616,1,1,2015,0.0,0.0,-16.508,2
TRBBXXC128F427044F,Round 7:  2138,AR9K6SJ1187B989A32,Cassius Clay,97.065,9,0,1968,0.0,0.0,-15.02,2
TRBBXGU12903CCC870,The Christmas Song,ARNLE621187B98ECB5,Mannheim Steamroller,96.002,6,1,2009,0.0,0.0,-11.949,4
TRBBWKS128F424E84A,Souffle 2,ARQXGWX11F50C49BC7,Vincent Bruley,134.028,6,0,2008,0.0,0.0,-16.676,2
TRBBWNS128F426F760,Comin' Home,ARWC3XN1187B9A8D82,ZO2,88.344,7,1,2007,0.0,0.0,-5.802,0
TRBBWSE128F9313963,One About Heaven,AR9UPVA1187FB51260,Brent Lamb,142.978,7,1,1973,0.0,0.0,-6.177,8
TRBBWKF128F934E709,Gateway,AR0GB821187B99FE96,Dean Evenson,98.442,2,1,1970,0.0,0.0,-19.454,2
TRBBWCP128F935F6DB,Go And Wash (Those Dirty Feet),ARTBFV61187FB3C250,Johnny Horton,104.284,9,1,2005,0.0,0.0,-16.059,2
TRBBWIP128F4287400,Pode Me Chamar,AR0GGKI1187FB391D5,Eddie,160.089,8,1,2007,0.0,0.0,-11.996,1
TRBBWDJ128F42595D5,October,ARUJ5A41187FB3F5F1,U2,94.838,9,0,1981,0.0,0.0,-14.05,4
TRBBKAJ128F92D6072,La Nativité Du Seigneur (1935) - 9 Méditations : I La Vierge Et L'enfant,AR342K51187B98B571,Olivier Messiaen,85.599,3,1,1983,0.0,0.0,-26.309,7
TRBBKIH128F9343FD4,Flight of the Elephant,ARWUK9L11C8A42C37B,Workhorse,60.15,5,1,2007,0.0,0.0,-8.816,4
TRBBKAI128F4251AEF,Animal Crimes,ARPKMIM1187FB397DE,Mad Are Sane_ The,196.196,1,1,1984,0.0,0.0,-8.999,3
TRBBKLD128F424ABF5,No Quarter,ARWGLPE1187FB3E54C,Crowbar,189.288,4,1,1965,0.0,0.0,-8.6,3
TRBBKUZ128F92C9D49,Canal de jonage,ARKJKVO1187FB49D0A,Michèle Bernard,234.361,2,0,2006,0.0,0.0,-12.166,3
TRBBKMZ128F93539F4,Storm,AR82DJK1187B991107,The Pharcyde,97.594,2,1,2004,0.0,0.0,-4.163,0
TRBBKTG128E0785461,Freedom (LP Version),ARC43071187B990240,Wayne Watson,114.528,2,1,2005,0.0,0.0,-10.366,6
TRBBKXZ128F4215C88,Ramène Moi,AREMOC71187B996C2F,Lara Fabian,109.965,2,1,1994,0.0,0.0,-7.387,0
TRBBKTZ128F1456D67,How We Get Down,AREB22L1187B9A4BCE,Bad Azz,102.922,2,1,1995,0.0,0.0,-5.204,0
TRBBDAH128F92E625E,What Would You Do?,ARW9SN11187FB52D0D,City High,191.548,7,1,2001,0.0,0.0,-6.567,3
TRBBDFG128F4229DE2,For Free,ARZ0SAE1187FB46680,Hal Russell,126.71,8,0,1967,0.0,0.0,-18.986,2
TRBBDDG128F14743AE,Mambo Bacan,ARJIE2Y1187B994AB7,Line Renaud,121.852,7,0,1994,0.0,0.0,-11.051,6
TRBBDXO128F14A4737,Gettin' Together,ARLDW2Y1187B9B544F,Tommy James And The Shondells,142.963,10,0,1989,0.0,0.0,-11.298,6
TRBBDJI12903CF10AB,Wings Of Love,AREYEW21187FB45C47,Zagar feat. Underground Divas,115.029,8,0,1967,0.0,0.0,-5.967,8
TRBBDSZ128F4273088,To My_ Niechciani,ARXQZPD122988F57B8,Molesta Ewenement,185.592,10,0,1985,0.0,0.0,-7.7,3
TRBBDPA12903CCCA06,Haughtiness And Puerile Dreams,ARM63WJ1187B9951EA,Autumnblaze,159.886,2,1,2009,0.0,0.0,-5.903,5
TRBBDLG128F9308703,Sugar Bush,ARQQP3Z1187FB5707B,Bert Kaempfert,161.804,5,0,1997,0.0,0.0,-18.994,1
TRBBDZF128F424BE45,Feriado,AR06EHB1187FB42914,Chico Cesar,163.99,4,0,2008,0.0,0.0,-7.083,5
TRBBDIU128F1496C52,Gamble Calypso,ARQVLQJ1187B98F11F,Mau Mau,89.672,2,1,2000,0.0,0.0,-8.714,0
TRBBDBV12903D00668,Anti fashion victime,ARKEBNJ126E2B3BF7E,Théophil,77.827,5,0,1968,0.0,0.0,-10.275,4
TRBBJUQ128F92D5776,Danser seule 2,ARC4O5Z1187B9AE91F,Klimperei,157.376,0,1,1978,0.0,0.0,-4.358,5
TRBBJST12903CEC7DC,The Bull Frog,ART9Z1P1187FB36C94,Edmundo Ros,232.436,7,0,1953,0.0,0.0,-15.79,3
TRBBJBO128F92EB2C5,Your Touch Versus Death,ARCP94M1187B9B0F56,Every Time I Die,187.401,10,1,2000,0.0,0.0,-9.171,3
TRBBJPY128F92F31E0,Skinned Strings,ARBE5BJ1187B98BCFD,Chico Hamilton Quintet,165.476,7,1,1971,0.0,0.0,-27.336,9
TRBBJAJ128F425DA40,True Nature,ARQOATR1187B9AE959,Jane's Addiction,92.099,7,0,2003,0.0,0.0,-3.782,0
TRBBJKY128F931FB24,It's So Fine,ARHRKTK1187B99E1D5,Jackie Wilson,136.749,10,1,1958,0.0,0.0,-9.936,6
TRBBJVD128E07826F3,Deus Ex Machina,ARZS5VW1187FB567E8,William Orbit,152.084,8,0,1993,0.0,0.0,-35.277,9
TRBBJJI128F4299711,Blessed Assurance (I Love To Tell The Story Album Version),ARKC83D1187B9AB367,Mark Lowry,106.549,0,1,2021,0.0,0.0,-6.124,0
TRBBJFM128F427ADEC,Foreign Prince Of Tokyo,ARLI9NJ1187B9911FB,Vodka Collins,120.253,4,0,1955,0.0,0.0,-6.872,8
TRBBJLK128F427FCDE,Rumpu lyö,ARL6XZC1187FB3936E,Solistiyhtye Suomi,192.297,9,0,1967,0.0,0.0,-14.254,1
